drugs_name,drugs_slug,diseases_name,diseases_slug,createdAt,updatedAt
Zovirax,zovirax,Herpes Zoste,herpes-zoste,2022/05/25 14:48:28,2022/05/25 14:48:28
Generess Fe,generess-fe,8</span> users found this comment helpful.,8-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Proferrin-ES,proferrin-es,Iron Deficiency Anemia,iron-deficiency-anemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Epiduo,epiduo,1</span> users found this comment helpful.,1-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Zoledronic acid,zoledronic-acid,Hypercalcemia of Malignancy,hypercalcemia-of-malignancy,2022/05/25 14:48:28,2022/05/25 14:48:28
Reclast,reclast,Prevention of Osteoporosis,prevention-of-osteoporosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Alirocumab,alirocumab,Cardiovascular Risk Reduction,cardiovascular-risk-reduction,2022/05/25 14:48:28,2022/05/25 14:48:28
Sumadan,sumadan,Acne,acne,2022/05/25 14:48:28,2022/05/25 14:48:28
Nicotrol NS,nicotrol-ns,Smoking Cessation,smoking-cessation,2022/05/25 14:48:28,2022/05/25 14:48:28
Chloramphenicol,chloramphenicol,Bacterial Infection,bacterial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Vitapap,vitapap,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Altabax,altabax,Acne,acne,2022/05/25 14:48:28,2022/05/25 14:48:28
Flagyl,flagyl,"Crohn's Disease, Acute",crohn-s-disease-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Aldara,aldara,Keratosis,keratosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Atorvastatin,atorvastatin,"High Cholesterol, Familial Homozygous",high-cholesterol-familial-homozygous,2022/05/25 14:48:28,2022/05/25 14:48:28
Minocycline,minocycline,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
LoSeasonique,loseasonique,Premenstrual Syndrome,premenstrual-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Serzone,serzone,Major Depressive Disorde,major-depressive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Azilect,azilect,Parkinson's Disease,parkinson-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
GenTeal,genteal,Dry Eye Disease,dry-eye-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpheniramine / dextromethorphan,chlorpheniramine-dextromethorphan,Cough and Nasal Congestion,cough-and-nasal-congestion,2022/05/25 14:48:28,2022/05/25 14:48:28
AmLactin,amlactin,Dry Skin,dry-skin,2022/05/25 14:48:28,2022/05/25 14:48:28
Meloxicam,meloxicam,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Salicylic acid,salicylic-acid,Acne,acne,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluconazole,fluconazole,Tinea Corporis,tinea-corporis,2022/05/25 14:48:28,2022/05/25 14:48:28
Mumps virus vaccine,mumps-virus-vaccine,Mumps Prophylaxis,mumps-prophylaxis,2022/05/25 14:48:28,2022/05/25 14:48:28
Ultram,ultram,10</span> users found this comment helpful.,10-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpheniramine / methscopolamine / pseudoephedrine,chlorpheniramine-methscopolamine-pseudoephedrine,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Enzalutamide,enzalutamide,Prostate Cance,prostate-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Phendiet,phendiet,Obesity,obesity,2022/05/25 14:48:28,2022/05/25 14:48:28
Remicade,remicade,Behcet's Disease,behcet-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorhexidine,chlorhexidine,"Skin Disinfection, Preoperative",skin-disinfection-preoperative,2022/05/25 14:48:28,2022/05/25 14:48:28
Cosamin DS,cosamin-ds,Dietary Supplementation,dietary-supplementation,2022/05/25 14:48:28,2022/05/25 14:48:28
Warfarin,warfarin,"Pulmonary Embolism, First Event",pulmonary-embolism-first-event,2022/05/25 14:48:28,2022/05/25 14:48:28
Nesina,nesina,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Isradipine,isradipine,Raynaud's Syndrome,raynaud-s-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Epivir,epivir,HIV Infection,hiv-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Indapamide,indapamide,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Valium,valium,Seizures,seizures,2022/05/25 14:48:28,2022/05/25 14:48:28
Dicloxacillin,dicloxacillin,Bone infection,bone-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Toujeo Solostar,toujeo-solostar,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Imitrex,imitrex,New Daily Persistent Headache,new-daily-persistent-headache,2022/05/25 14:48:28,2022/05/25 14:48:28
CellCept,cellcept,Uveitis,uveitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Flonase Allergy Relief,flonase-allergy-relief,Rhinitis,rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Acidophilus,acidophilus,Irritable Bowel Syndrome,irritable-bowel-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Atarax,atarax,Nausea/Vomiting,nausea-vomiting,2022/05/25 14:48:28,2022/05/25 14:48:28
Lanolin,lanolin,Dry Skin,dry-skin,2022/05/25 14:48:28,2022/05/25 14:48:28
Nytol,nytol,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Depo-Provera,depo-provera,7</span> users found this comment helpful.,7-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Demeclocycline,demeclocycline,SIADH,siadh,2022/05/25 14:48:28,2022/05/25 14:48:28
Peri-Colace,peri-colace,"Constipation, Acute",constipation-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Phenobarbital,phenobarbital,Hyperbilirubinemia,hyperbilirubinemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Luvox CR,luvox-cr,Anorexia/Feeding Problems,anorexia-feeding-problems,2022/05/25 14:48:28,2022/05/25 14:48:28
Mirapex,mirapex,Parkinson's Disease,parkinson-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Lidocaine,lidocaine,Anesthesia,anesthesia,2022/05/25 14:48:28,2022/05/25 14:48:28
Crestor,crestor,"High Cholesterol, Familial Heterozygous",high-cholesterol-familial-heterozygous,2022/05/25 14:48:28,2022/05/25 14:48:28
Meloxicam,meloxicam,Juvenile Rheumatoid Arthritis,juvenile-rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Amiloride,amiloride,High Blood Pressure,high-blood-pressure,2022/05/25 14:48:28,2022/05/25 14:48:28
Alamast,alamast,"Conjunctivitis, Allergic",conjunctivitis-allergic,2022/05/25 14:48:28,2022/05/25 14:48:28
Previfem,previfem,Ovarian Cysts,ovarian-cysts,2022/05/25 14:48:28,2022/05/25 14:48:28
Indocin SR,indocin-sr,Ankylosing Spondylitis,ankylosing-spondylitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Adcirca,adcirca,Pulmonary Hypertension,pulmonary-hypertension,2022/05/25 14:48:28,2022/05/25 14:48:28
Azelex,azelex,Acne,acne,2022/05/25 14:48:28,2022/05/25 14:48:28
TriNessa Lo,trinessa-lo,Ovarian Cysts,ovarian-cysts,2022/05/25 14:48:28,2022/05/25 14:48:28
Uristat,uristat,Dysuria,dysuria,2022/05/25 14:48:28,2022/05/25 14:48:28
Methadone Diskets,methadone-diskets,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Vancocin,vancocin,Meningitis,meningitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Catapres,catapres,"Insomnia, Stimulant-Associated",insomnia-stimulant-associated,2022/05/25 14:48:28,2022/05/25 14:48:28
Menest,menest,Postmenopausal Symptoms,postmenopausal-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Mucinex Sinus-Max Full Force,mucinex-sinus-max-full-force,Nasal Congestion,nasal-congestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Glumetza,glumetza,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Alprazolam Intensol,alprazolam-intensol,Panic Disorde,panic-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Lipitor,lipitor,Prevention of Cardiovascular Disease,prevention-of-cardiovascular-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Hyalgan,hyalgan,Osteoarthritis,osteoarthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Prednisone,prednisone,Lichen Sclerosus,lichen-sclerosus,2022/05/25 14:48:28,2022/05/25 14:48:28
Pembrolizumab,pembrolizumab,Colorectal Cance,colorectal-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Nilstat,nilstat,Oral Thrush,oral-thrush,2022/05/25 14:48:28,2022/05/25 14:48:28
Amitriptyline / chlordiazepoxide,amitriptyline-chlordiazepoxide,Anxiety,anxiety,2022/05/25 14:48:28,2022/05/25 14:48:28
Chloral hydrate,chloral-hydrate,Sedation,sedation,2022/05/25 14:48:28,2022/05/25 14:48:28
Nupercainal,nupercainal,Local Anesthesia,local-anesthesia,2022/05/25 14:48:28,2022/05/25 14:48:28
Oxcarbazepine,oxcarbazepine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Silenor,silenor,25</span> users found this comment helpful.,25-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Tolak,tolak,Actinic Keratosis,actinic-keratosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Cyclafem 1 / 35,cyclafem-1-35,Acne,acne,2022/05/25 14:48:28,2022/05/25 14:48:28
Alimta,alimta,Non-Small Cell Lung Cance,non-small-cell-lung-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Kenalog-10,kenalog-10,Dermatological Disorders,dermatological-disorders,2022/05/25 14:48:28,2022/05/25 14:48:28
Colesevelam,colesevelam,"Hyperlipoproteinemia Type IIa, Elevated LDL",hyperlipoproteinemia-type-iia-elevated-ldl,2022/05/25 14:48:28,2022/05/25 14:48:28
Sulindac,sulindac,Ankylosing Spondylitis,ankylosing-spondylitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Claritin-D 24 Hour,claritin-d-24-hour,Nasal Congestion,nasal-congestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Conivaptan,conivaptan,Euvolemic Hyponatremia,euvolemic-hyponatremia,2022/05/25 14:48:28,2022/05/25 14:48:28
Cytra-K,cytra-k,Urinary Tract Stones,urinary-tract-stones,2022/05/25 14:48:28,2022/05/25 14:48:28
Metoprolol,metoprolol,Heart Attack,heart-attack,2022/05/25 14:48:28,2022/05/25 14:48:28
Ryzolt,ryzolt,Chronic Pain,chronic-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydralazine,hydralazine,Hypertensive Emergency,hypertensive-emergency,2022/05/25 14:48:28,2022/05/25 14:48:28
Ofloxacin,ofloxacin,Corneal Ulce,corneal-ulce,2022/05/25 14:48:28,2022/05/25 14:48:28
Benadryl Allergy,benadryl-allergy,Allergic Reactions,allergic-reactions,2022/05/25 14:48:28,2022/05/25 14:48:28
Temodar,temodar,Anaplastic Astrocytoma,anaplastic-astrocytoma,2022/05/25 14:48:28,2022/05/25 14:48:28
Effexor XR,effexor-xr,Bulimia,bulimia,2022/05/25 14:48:28,2022/05/25 14:48:28
Xanax,xanax,9</span> users found this comment helpful.,9-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Moxifloxacin,moxifloxacin,Skin and Structure Infection,skin-and-structure-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Sertraline,sertraline,Vulvodynia,vulvodynia,2022/05/25 14:48:28,2022/05/25 14:48:28
Ventolin HFA,ventolin-hfa,"Asthma, Maintenance",asthma-maintenance,2022/05/25 14:48:28,2022/05/25 14:48:28
Propofol,propofol,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorambucil,chlorambucil,Chronic Lymphocytic Leukemia,chronic-lymphocytic-leukemia,2022/05/25 14:48:28,2022/05/25 14:48:28
NP Thyroid,np-thyroid,Hashimoto's disease,hashimoto-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Tramadol,tramadol,Obsessive Compulsive Disorde,obsessive-compulsive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Lyrica,lyrica,13</span> users found this comment helpful.,13-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Dermal filler,dermal-filler,acial Lipoatrophy,acial-lipoatrophy,2022/05/25 14:48:28,2022/05/25 14:48:28
Tofranil,tofranil,Primary Nocturnal Enuresis,primary-nocturnal-enuresis,2022/05/25 14:48:28,2022/05/25 14:48:28
Mirena,mirena,6</span> users found this comment helpful.,6-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Asacol,asacol,Crohn's Disease,crohn-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Inspra,inspra,High Blood Pressure,high-blood-pressure,2022/05/25 14:48:28,2022/05/25 14:48:28
Inderal,inderal,Mitral Valve Prolapse,mitral-valve-prolapse,2022/05/25 14:48:28,2022/05/25 14:48:28
Tolmetin,tolmetin,Rheumatoid Arthritis,rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Risperdal M-Tab,risperdal-m-tab,Asperger Syndrome,asperger-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Toprol-XL,toprol-xl,Mitral Valve Prolapse,mitral-valve-prolapse,2022/05/25 14:48:28,2022/05/25 14:48:28
Hemin,hemin,Porphyria,porphyria,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpromazine,chlorpromazine,Psychosis,psychosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Zaroxolyn,zaroxolyn,Edema,edema,2022/05/25 14:48:28,2022/05/25 14:48:28
Flibanserin,flibanserin,Hypoactive Sexual Desire Disorde,hypoactive-sexual-desire-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Quasense,quasense,Ovarian Cysts,ovarian-cysts,2022/05/25 14:48:28,2022/05/25 14:48:28
Melpaque HP,melpaque-hp,Dermatological Disorders,dermatological-disorders,2022/05/25 14:48:28,2022/05/25 14:48:28
Westhroid,westhroid,Underactive Thyroid,underactive-thyroid,2022/05/25 14:48:28,2022/05/25 14:48:28
MetroCream,metrocream,Rosacea,rosacea,2022/05/25 14:48:28,2022/05/25 14:48:28
Zonegran,zonegran,9</span> users found this comment helpful.,9-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Lansoprazole,lansoprazole,Aspiration Pneumonia,aspiration-pneumonia,2022/05/25 14:48:28,2022/05/25 14:48:28
Cortisone,cortisone,Dermatomyositis,dermatomyositis,2022/05/25 14:48:28,2022/05/25 14:48:28
Cleocin HCl,cleocin-hcl,Bone infection,bone-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Lo / Ovral-28,lo-ovral-28,43</span> users found this comment helpful.,43-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Reyataz,reyataz,HIV Infection,hiv-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Zecuity,zecuity,Migraine,migraine,2022/05/25 14:48:28,2022/05/25 14:48:28
Xeloda,xeloda,Breast Cance,breast-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Humalog KwikPen,humalog-kwikpen,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Delatestryl,delatestryl,"Hypogonadism, Male",hypogonadism-male,2022/05/25 14:48:28,2022/05/25 14:48:28
Lyrica,lyrica,5</span> users found this comment helpful.,5-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Thorazine,thorazine,13</span> users found this comment helpful.,13-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,bisacodyl-polyethylene-glycol-3350-potassium-chloride-sodium-bicarbonate-sodium-chloride,Bowel Preparation,bowel-preparation,2022/05/25 14:48:28,2022/05/25 14:48:28
Dimenhydrinate,dimenhydrinate,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Ferrous gluconate,ferrous-gluconate,Iron Deficiency Anemia,iron-deficiency-anemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Somatropin,somatropin,Pediatric Growth Hormone Deficiency,pediatric-growth-hormone-deficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
Duloxetine,duloxetine,Persistent Depressive Disorde,persistent-depressive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Celebrex,celebrex,Period Pain,period-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Antabuse,antabuse,17</span> users found this comment helpful.,17-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Cefixime,cefixime,Bronchitis,bronchitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Provida DHA,provida-dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation,vitamin-mineral-supplementation-during-pregnancy-lactation,2022/05/25 14:48:28,2022/05/25 14:48:28
Marinol,marinol,AIDS Related Wasting,aids-related-wasting,2022/05/25 14:48:28,2022/05/25 14:48:28
Striant,striant,"Hypogonadism, Male",hypogonadism-male,2022/05/25 14:48:28,2022/05/25 14:48:28
Somatropin,somatropin,Turner's Syndrome,turner-s-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Drixoral Cold and Allergy,drixoral-cold-and-allergy,12</span> users found this comment helpful.,12-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Balsalazide,balsalazide,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Topiramate,topiramate,Vulvodynia,vulvodynia,2022/05/25 14:48:28,2022/05/25 14:48:28
Combigan,combigan,Glaucoma/Intraocular Hypertension,glaucoma-intraocular-hypertension,2022/05/25 14:48:28,2022/05/25 14:48:28
Lidex,lidex,Atopic Dermatitis,atopic-dermatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Risperdal,risperdal,Nightmares,nightmares,2022/05/25 14:48:28,2022/05/25 14:48:28
Bivalirudin,bivalirudin,Percutaneous Coronary Intervention,percutaneous-coronary-intervention,2022/05/25 14:48:28,2022/05/25 14:48:28
Celexa,celexa,Obsessive Compulsive Disorde,obsessive-compulsive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Microgestin 1 / 20,microgestin-1-20,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Clorazepate,clorazepate,Seizure Prevention,seizure-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Methyldopa,methyldopa,Hypertensive Emergency,hypertensive-emergency,2022/05/25 14:48:28,2022/05/25 14:48:28
Goody's Extra-Strength Headache Powders,goody-s-extra-strength-headache-powders,Migraine,migraine,2022/05/25 14:48:28,2022/05/25 14:48:28
Viagra,viagra,25</span> users found this comment helpful.,25-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Qutenza,qutenza,Peripheral Neuropathy,peripheral-neuropathy,2022/05/25 14:48:28,2022/05/25 14:48:28
Stadol,stadol,7</span> users found this comment helpful.,7-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Dyazide,dyazide,Edema,edema,2022/05/25 14:48:28,2022/05/25 14:48:28
Rituximab,rituximab,Wegener's Granulomatosis,wegener-s-granulomatosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Provera,provera,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Hepatitis b adult vaccine,hepatitis-b-adult-vaccine,Hepatitis B Prevention,hepatitis-b-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Benemid,benemid,Gout,gout,2022/05/25 14:48:28,2022/05/25 14:48:28
Triamcinolone,triamcinolone,Aphthous Ulce,aphthous-ulce,2022/05/25 14:48:28,2022/05/25 14:48:28
Norvasc,norvasc,Migraine Prevention,migraine-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Saw palmetto,saw-palmetto,Overactive Bladde,overactive-bladde,2022/05/25 14:48:28,2022/05/25 14:48:28
Flexeril,flexeril,39</span> users found this comment helpful.,39-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Seroquel,seroquel,Post Traumatic Stress Disorde,post-traumatic-stress-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Gadobutrol,gadobutrol,CNS Magnetic Resonance Imaging,cns-magnetic-resonance-imaging,2022/05/25 14:48:28,2022/05/25 14:48:28
Meropenem,meropenem,Skin or Soft Tissue Infection,skin-or-soft-tissue-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydrochlorothiazide / olmesartan,hydrochlorothiazide-olmesartan,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Leader Nicotine Polacrilex,leader-nicotine-polacrilex,Smoking Cessation,smoking-cessation,2022/05/25 14:48:28,2022/05/25 14:48:28
Exparel,exparel,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Lurasidone,lurasidone,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Nexplanon,nexplanon,9</span> users found this comment helpful.,9-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Glucophage,glucophage,Insulin Resistance Syndrome,insulin-resistance-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Cyproheptadine,cyproheptadine,"Sexual Dysfunction, SSRI Induced",sexual-dysfunction-ssri-induced,2022/05/25 14:48:28,2022/05/25 14:48:28
Valproic acid,valproic-acid,Schizoaffective Disorde,schizoaffective-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Betamethasone,betamethasone,Inflammatory Conditions,inflammatory-conditions,2022/05/25 14:48:28,2022/05/25 14:48:28
Bayer Children's Aspirin,bayer-children-s-aspirin,Transient Ischemic Attack,transient-ischemic-attack,2022/05/25 14:48:28,2022/05/25 14:48:28
Incruse Ellipta,incruse-ellipta,COPD,copd,2022/05/25 14:48:28,2022/05/25 14:48:28
Luvox CR,luvox-cr,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Depo-Provera,depo-provera,5</span> users found this comment helpful.,5-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Methyltestosterone,methyltestosterone,"Hypogonadism, Male",hypogonadism-male,2022/05/25 14:48:28,2022/05/25 14:48:28
Mitoxantrone,mitoxantrone,Multiple Sclerosis,multiple-sclerosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Isoniazid,isoniazid,"Tuberculosis, Active",tuberculosis-active,2022/05/25 14:48:28,2022/05/25 14:48:28
Ivermectin,ivermectin,Ascariasis,ascariasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Remeron,remeron,17</span> users found this comment helpful.,17-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Selegiline,selegiline,Parkinson's Disease,parkinson-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Benadryl,benadryl,Cough,cough,2022/05/25 14:48:28,2022/05/25 14:48:28
Dexamethasone,dexamethasone,Macular Edema,macular-edema,2022/05/25 14:48:28,2022/05/25 14:48:28
Tesamorelin,tesamorelin,Lipodystrophy,lipodystrophy,2022/05/25 14:48:28,2022/05/25 14:48:28
Azathioprine,azathioprine,Autoimmune Hepatitis,autoimmune-hepatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Plan B,plan-b,7</span> users found this comment helpful.,7-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Micon 7,micon-7,Vaginal Yeast Infection,vaginal-yeast-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Hair Regrowth Treatment for Women,hair-regrowth-treatment-for-women,14</span> users found this comment helpful.,14-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Sulfinpyrazone,sulfinpyrazone,Gouty Arthritis,gouty-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Metoprolol,metoprolol,Benign Essential Trem,benign-essential-trem,2022/05/25 14:48:28,2022/05/25 14:48:28
Azathioprine,azathioprine,"Crohn's Disease, Acute",crohn-s-disease-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Namenda,namenda,36</span> users found this comment helpful.,36-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Tobrex,tobrex,"Conjunctivitis, Bacterial",conjunctivitis-bacterial,2022/05/25 14:48:28,2022/05/25 14:48:28
Revlimid,revlimid,14</span> users found this comment helpful.,14-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Imiglucerase,imiglucerase,Gaucher Disease,gaucher-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Lorazepam Intensol,lorazepam-intensol,Panic Disorde,panic-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Alclometasone,alclometasone,Psoriasis,psoriasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Isoxsuprine,isoxsuprine,Cerebrovascular Insufficiency,cerebrovascular-insufficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
Efavirenz / emtricitabine / tenofovir,efavirenz-emtricitabine-tenofovir,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Conjugated estrogens,conjugated-estrogens,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Sulindac,sulindac,"Gout, Acute",gout-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Cipro,cipro,Traveler's Diarrhea,traveler-s-diarrhea,2022/05/25 14:48:28,2022/05/25 14:48:28
Memantine,memantine,Autism,autism,2022/05/25 14:48:28,2022/05/25 14:48:28
Stromectol,stromectol,Scabies,scabies,2022/05/25 14:48:28,2022/05/25 14:48:28
Aspirin,aspirin,Transient Ischemic Attack,transient-ischemic-attack,2022/05/25 14:48:28,2022/05/25 14:48:28
Pembrolizumab,pembrolizumab,Non-Small Cell Lung Cance,non-small-cell-lung-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Lupron,lupron,emale Infertility,emale-infertility,2022/05/25 14:48:28,2022/05/25 14:48:28
Cubicin,cubicin,Skin and Structure Infection,skin-and-structure-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Nexafed Nasal Decongestant,nexafed-nasal-decongestant,Nasal Congestion,nasal-congestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Nuvessa,nuvessa,Bacterial Vaginitis,bacterial-vaginitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Duexis,duexis,9</span> users found this comment helpful.,9-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Hecoria,hecoria,"Organ Transplant, Rejection Prophylaxis",organ-transplant-rejection-prophylaxis,2022/05/25 14:48:28,2022/05/25 14:48:28
Premarin,premarin,Hypoestrogenism,hypoestrogenism,2022/05/25 14:48:28,2022/05/25 14:48:28
Testosterone,testosterone,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
